date,min,max,pm25,q1,q3,stdev,count
2025-09-19T00:00:00.000Z,1.75,18.98,3.1,2.58,3.85,2.489,564
2025-09-20T00:00:00.000Z,2.75,13.7,4.92,3.42,9.52,3.569,462
2025-09-21T00:00:00.000Z,0.68,11.38,4.3,1.35,6.8,3.056,589
2025-09-22T00:00:00.000Z,0.7,12.85,1.3,1.1,1.62,0.611,588
2025-09-23T00:00:00.000Z,0.52,11.8,1,0.82,1.2,0.549,590
2025-09-24T00:00:00.000Z,0.52,3,0.9,0.8,1.08,0.256,590
2025-09-25T00:00:00.000Z,0.6,1.3,0.9,0.8,0.98,0.137,590
2025-09-26T00:00:00.000Z,0.6,3.2,0.98,0.9,1.1,0.251,589
2025-09-27T00:00:00.000Z,1.1,2.83,1.55,1.4,1.7,0.224,591
2025-09-28T00:00:00.000Z,0.88,3.15,1.52,1.3,1.77,0.377,585
2025-09-29T00:00:00.000Z,0.8,3.15,1.3,1.1,1.8,0.556,588
2025-09-30T00:00:00.000Z,0.93,3.55,1.5,1.3,1.9,0.506,591
2025-10-01T00:00:00.000Z,1.7,7.82,2.7,2.4,3.38,1.242,579
2025-10-02T00:00:00.000Z,2.1,8.27,3.3,2.8,4.15,1.49,562
2025-10-03T00:00:00.000Z,1.4,6.28,2.29,1.9,2.9,0.666,556
2025-10-04T00:00:00.000Z,1,9.5,3.12,1.77,4.59,1.993,588
2025-10-05T00:00:00.000Z,1.2,8.38,1.8,1.51,2.08,0.753,592
2025-10-06T00:00:00.000Z,0.7,6.03,1.3,1.05,1.65,0.516,589
2025-10-07T00:00:00.000Z,1.9,17.64,3.78,2.88,5.09,4.202,584
2025-10-08T00:00:00.000Z,0.93,13.95,2.63,2,4.34,1.88,589
2025-10-09T00:00:00.000Z,1,4.75,1.7,1.45,2.1,0.644,591
2025-10-10T00:00:00.000Z,1.9,8.02,3.15,2.54,5.32,1.457,591
2025-10-11T00:00:00.000Z,1.05,3.63,1.7,1.5,1.92,0.393,589
2025-10-12T00:00:00.000Z,0.6,4.93,1.33,1.08,1.6,0.413,585
2025-10-13T00:00:00.000Z,0.6,38.33,1.6,1,2.54,5.74,590
2025-10-14T00:00:00.000Z,0.95,5.68,2.33,1.6,2.85,1,583
2025-10-15T00:00:00.000Z,1.1,10.88,2.25,1.7,5.71,2.597,585
2025-10-16T00:00:00.000Z,1.3,9.35,1.8,1.6,2.22,0.9,501
2025-10-17T00:00:00.000Z,0.3,20.39,1.75,0.95,4.47,2.159,587
2025-10-18T00:00:00.000Z,0.35,8.02,1,0.8,2,1.012,589
2025-10-19T00:00:00.000Z,0.7,3.67,1.2,1,1.42,0.381,591
2025-10-20T00:00:00.000Z,1.7,7,3.3,2.8,4.15,1.234,593
2025-10-21T00:00:00.000Z,3.58,13.05,7.75,5.95,8.86,1.896,592
2025-10-22T00:00:00.000Z,1.52,8.02,3.85,2.29,5.57,1.765,591
2025-10-23T00:00:00.000Z,3.03,13.52,8.36,6.1,10.03,2.631,592
2025-10-24T00:00:00.000Z,0.8,4.18,1.52,1.3,1.8,0.45,592
2025-10-25T00:00:00.000Z,0.82,2.92,1.98,1.63,2.2,0.4,592
2025-10-26T00:00:00.000Z,0.95,4.18,1.6,1.33,2.1,0.696,590
2025-10-27T00:00:00.000Z,0.7,2.83,1.2,1,1.5,0.365,591
2025-10-28T00:00:00.000Z,0.75,13.55,1.6,1.2,1.88,1.189,592
2025-10-29T00:00:00.000Z,1.33,8.55,2.67,2.33,3.34,1.501,593
2025-10-30T00:00:00.000Z,0.7,6.35,1.6,1.12,3.03,1.395,593
2025-10-31T00:00:00.000Z,0.88,6.32,2.02,1.4,3.1,1.216,592
2025-11-01T00:00:00.000Z,1.85,14.73,5.82,4.82,7.53,2.506,593
2025-11-02T00:00:00.000Z,2.17,18.23,6.85,4.07,8.1,2.428,590
2025-11-03T00:00:00.000Z,1.4,13.95,7.13,2.25,9.69,3.514,592
2025-11-04T00:00:00.000Z,1.5,14.23,7.1,3.5,9.28,3.263,592
2025-11-05T00:00:00.000Z,1.7,6.78,2.22,2.1,2.66,0.695,592
2025-11-06T00:00:00.000Z,2.15,8.9,4.55,3.33,6.47,1.796,563
2025-11-07T00:00:00.000Z,7.2,28.8,16,12.73,18.02,3.364,593
2025-11-08T00:00:00.000Z,13.6,28.13,18.01,16.1,20.35,3.339,592
2025-11-09T00:00:00.000Z,9.27,25.4,12.77,10.93,16.3,3.127,593
2025-11-10T00:00:00.000Z,5.85,25.8,10.5,9.43,12.82,2.322,591
2025-11-11T00:00:00.000Z,2.78,17.8,8.31,6.39,9.82,2.844,592
2025-11-12T00:00:00.000Z,1.7,16.9,8.07,4.85,9.52,2.925,291
